session_id,event_id,event_sequence,timestamp_utc,event_type,payment_method,currency,country,processor,status,decline_code,device_type,browser,amount,duration_ms
ses_0124,evt_000739,1,2026-09-07T10:13:09Z,checkout_initiated,card_visa,KES,Kenya,gateway_alpha,started,,desktop,Chrome,289.03,1627
ses_0124,evt_000740,2,2026-09-07T10:13:14Z,method_selected,card_visa,KES,Kenya,gateway_alpha,success,,desktop,Chrome,289.03,654
ses_0124,evt_000741,3,2026-09-07T10:13:18Z,details_entered,card_visa,KES,Kenya,gateway_alpha,success,,desktop,Chrome,289.03,489
ses_0124,evt_000742,4,2026-09-07T10:13:22Z,authorization_requested,card_visa,KES,Kenya,gateway_alpha,submitted,,desktop,Chrome,289.03,723
ses_0124,evt_000743,5,2026-09-07T10:13:25Z,authorization_response,card_visa,KES,Kenya,gateway_alpha,failed,insufficient_funds,desktop,Chrome,289.03,1329
ses_0125,evt_000744,1,2026-09-06T19:53:47Z,checkout_initiated,bnpl_atome,SGD,Singapore,bnpl_connect,started,,mobile,Firefox,388.37,1143
ses_0125,evt_000745,2,2026-09-06T19:53:55Z,method_selected,bnpl_atome,SGD,Singapore,bnpl_connect,success,,mobile,Firefox,388.37,765
ses_0125,evt_000746,3,2026-09-06T19:54:06Z,details_entered,bnpl_atome,SGD,Singapore,bnpl_connect,success,,mobile,Firefox,388.37,508
ses_0125,evt_000747,4,2026-09-06T19:54:15Z,authorization_requested,bnpl_atome,SGD,Singapore,bnpl_connect,submitted,,mobile,Firefox,388.37,376
ses_0125,evt_000748,5,2026-09-06T19:54:17Z,authorization_response,bnpl_atome,SGD,Singapore,bnpl_connect,failed,insufficient_funds,mobile,Firefox,388.37,1386
ses_0126,evt_000749,1,2026-09-04T09:26:44Z,checkout_initiated,card_mastercard,KES,Kenya,gateway_alpha,started,,desktop,Safari,300.09,875
ses_0126,evt_000750,2,2026-09-04T09:26:47Z,method_selected,card_mastercard,KES,Kenya,gateway_alpha,success,,desktop,Safari,300.09,753
ses_0126,evt_000751,3,2026-09-04T09:26:52Z,details_entered,card_mastercard,KES,Kenya,gateway_alpha,success,,desktop,Safari,300.09,1276
ses_0126,evt_000752,4,2026-09-04T09:27:00Z,authorization_requested,card_mastercard,KES,Kenya,gateway_alpha,submitted,,desktop,Safari,300.09,955
ses_0126,evt_000753,5,2026-09-04T09:27:11Z,3ds_redirect,card_mastercard,KES,Kenya,gateway_alpha,redirected,,desktop,Safari,300.09,1763
ses_0126,evt_000754,6,2026-09-04T09:27:18Z,3ds_completed,card_mastercard,KES,Kenya,gateway_alpha,success,,desktop,Safari,300.09,4869
ses_0126,evt_000755,7,2026-09-04T09:27:28Z,authorization_response,card_mastercard,KES,Kenya,gateway_alpha,success,,desktop,Safari,300.09,698
ses_0126,evt_000756,8,2026-09-04T09:27:35Z,payment_completed,card_mastercard,KES,Kenya,gateway_alpha,success,,desktop,Safari,300.09,1404
ses_0127,evt_000757,1,2026-09-09T02:46:52Z,checkout_initiated,bnpl_atome,SGD,Singapore,bnpl_connect,started,,desktop,Chrome,343.59,1749
ses_0127,evt_000758,2,2026-09-09T02:47:01Z,method_selected,bnpl_atome,SGD,Singapore,bnpl_connect,success,,desktop,Chrome,343.59,1383
ses_0127,evt_000759,3,2026-09-09T02:47:11Z,details_entered,bnpl_atome,SGD,Singapore,bnpl_connect,success,,desktop,Chrome,343.59,1723
ses_0127,evt_000760,4,2026-09-09T02:47:18Z,authorization_requested,bnpl_atome,SGD,Singapore,bnpl_connect,submitted,,desktop,Chrome,343.59,267
ses_0127,evt_000761,5,2026-09-09T02:47:22Z,authorization_response,bnpl_atome,SGD,Singapore,bnpl_connect,failed,insufficient_funds,desktop,Chrome,343.59,766
ses_0128,evt_000762,1,2026-09-08T08:57:15Z,checkout_initiated,mpesa,KES,Kenya,wallet_hub,started,,desktop,Firefox,168.38,1013
ses_0128,evt_000763,2,2026-09-08T08:57:24Z,method_selected,mpesa,KES,Kenya,wallet_hub,success,,desktop,Firefox,168.38,1499
ses_0128,evt_000764,3,2026-09-08T08:57:35Z,details_entered,mpesa,KES,Kenya,wallet_hub,success,,desktop,Firefox,168.38,1108
ses_0128,evt_000765,4,2026-09-08T08:57:37Z,authorization_requested,mpesa,KES,Kenya,wallet_hub,submitted,,desktop,Firefox,168.38,1466
ses_0128,evt_000766,5,2026-09-08T08:57:47Z,authorization_response,mpesa,KES,Kenya,wallet_hub,success,,desktop,Firefox,168.38,191
ses_0128,evt_000767,6,2026-09-08T08:57:54Z,payment_completed,mpesa,KES,Kenya,wallet_hub,success,,desktop,Firefox,168.38,1289
ses_0129,evt_000768,1,2026-09-02T09:52:31Z,checkout_initiated,card_mastercard,USD,Cross-border,gateway_alpha,started,,desktop,Chrome,101.34,958
ses_0129,evt_000769,2,2026-09-02T09:52:38Z,method_selected,card_mastercard,USD,Cross-border,gateway_alpha,success,,desktop,Chrome,101.34,1478
ses_0129,evt_000770,3,2026-09-02T09:52:46Z,details_entered,card_mastercard,USD,Cross-border,gateway_alpha,success,,desktop,Chrome,101.34,595
ses_0129,evt_000771,4,2026-09-02T09:52:49Z,authorization_requested,card_mastercard,USD,Cross-border,gateway_alpha,submitted,,desktop,Chrome,101.34,373
ses_0129,evt_000772,5,2026-09-02T09:52:57Z,3ds_redirect,card_mastercard,USD,Cross-border,gateway_alpha,redirected,,desktop,Chrome,101.34,3845
ses_0129,evt_000773,6,2026-09-02T09:53:04Z,3ds_completed,card_mastercard,USD,Cross-border,gateway_alpha,success,,desktop,Chrome,101.34,1302
ses_0129,evt_000774,7,2026-09-02T09:53:14Z,authorization_response,card_mastercard,USD,Cross-border,gateway_alpha,success,,desktop,Chrome,101.34,868
ses_0129,evt_000775,8,2026-09-02T09:53:21Z,payment_completed,card_mastercard,USD,Cross-border,gateway_alpha,success,,desktop,Chrome,101.34,552
ses_0130,evt_000776,1,2026-09-08T20:48:12Z,checkout_initiated,mpesa,KES,Kenya,wallet_hub,started,,desktop,Chrome,8.13,753
ses_0130,evt_000777,2,2026-09-08T20:48:18Z,method_selected,mpesa,KES,Kenya,wallet_hub,success,,desktop,Chrome,8.13,1484
ses_0130,evt_000778,3,2026-09-08T20:48:29Z,details_entered,mpesa,KES,Kenya,wallet_hub,success,,desktop,Chrome,8.13,367
ses_0130,evt_000779,4,2026-09-08T20:48:40Z,authorization_requested,mpesa,KES,Kenya,wallet_hub,submitted,,desktop,Chrome,8.13,788
ses_0130,evt_000780,5,2026-09-08T20:48:43Z,authorization_response,mpesa,KES,Kenya,wallet_hub,success,,desktop,Chrome,8.13,1516
ses_0130,evt_000781,6,2026-09-08T20:48:48Z,payment_completed,mpesa,KES,Kenya,wallet_hub,success,,desktop,Chrome,8.13,1752
ses_0131,evt_000782,1,2026-09-06T02:34:08Z,checkout_initiated,card_mastercard,PHP,Philippines,gateway_alpha,started,,desktop,Safari,34.52,1559
ses_0131,evt_000783,2,2026-09-06T02:34:19Z,method_selected,card_mastercard,PHP,Philippines,gateway_alpha,success,,desktop,Safari,34.52,1589
ses_0131,evt_000784,3,2026-09-06T02:34:30Z,details_entered,card_mastercard,PHP,Philippines,gateway_alpha,success,,desktop,Safari,34.52,1494
ses_0131,evt_000785,4,2026-09-06T02:34:33Z,authorization_requested,card_mastercard,PHP,Philippines,gateway_alpha,submitted,,desktop,Safari,34.52,1303
ses_0131,evt_000786,5,2026-09-06T02:34:37Z,3ds_redirect,card_mastercard,PHP,Philippines,gateway_alpha,redirected,,desktop,Safari,34.52,1506
ses_0131,evt_000787,6,2026-09-06T02:34:42Z,3ds_completed,card_mastercard,PHP,Philippines,gateway_alpha,success,,desktop,Safari,34.52,1401
ses_0131,evt_000788,7,2026-09-06T02:34:53Z,authorization_response,card_mastercard,PHP,Philippines,gateway_alpha,success,,desktop,Safari,34.52,1545
ses_0131,evt_000789,8,2026-09-06T02:34:57Z,payment_completed,card_mastercard,PHP,Philippines,gateway_alpha,success,,desktop,Safari,34.52,969
ses_0132,evt_000790,1,2026-09-03T20:42:00Z,checkout_initiated,card_mastercard,KES,Kenya,gateway_alpha,started,,desktop,Chrome,121.48,1743
ses_0132,evt_000791,2,2026-09-03T20:42:02Z,method_selected,card_mastercard,KES,Kenya,gateway_alpha,success,,desktop,Chrome,121.48,812
ses_0132,evt_000792,3,2026-09-03T20:42:07Z,details_entered,card_mastercard,KES,Kenya,gateway_alpha,success,,desktop,Chrome,121.48,1154
ses_0132,evt_000793,4,2026-09-03T20:42:13Z,authorization_requested,card_mastercard,KES,Kenya,gateway_alpha,submitted,,desktop,Chrome,121.48,519
ses_0132,evt_000794,5,2026-09-03T20:42:18Z,3ds_redirect,card_mastercard,KES,Kenya,gateway_alpha,redirected,,desktop,Chrome,121.48,1883
ses_0132,evt_000795,6,2026-09-03T20:42:21Z,3ds_completed,card_mastercard,KES,Kenya,gateway_alpha,success,,desktop,Chrome,121.48,2153
ses_0132,evt_000796,7,2026-09-03T20:42:31Z,authorization_response,card_mastercard,KES,Kenya,gateway_alpha,success,,desktop,Chrome,121.48,686
ses_0132,evt_000797,8,2026-09-03T20:42:41Z,payment_completed,card_mastercard,KES,Kenya,gateway_alpha,success,,desktop,Chrome,121.48,815
ses_0133,evt_000798,1,2026-09-09T10:01:48Z,checkout_initiated,gcash,USD,Cross-border,wallet_hub,started,,mobile,Chrome,109.47,1036
ses_0133,evt_000799,2,2026-09-09T10:01:57Z,method_selected,gcash,USD,Cross-border,wallet_hub,success,,mobile,Chrome,109.47,1105
ses_0133,evt_000800,3,2026-09-09T10:02:05Z,details_entered,gcash,USD,Cross-border,wallet_hub,success,,mobile,Chrome,109.47,284
ses_0133,evt_000801,4,2026-09-09T10:02:12Z,authorization_requested,gcash,USD,Cross-border,wallet_hub,submitted,,mobile,Chrome,109.47,427
ses_0133,evt_000802,5,2026-09-09T10:02:16Z,authorization_response,gcash,USD,Cross-border,wallet_hub,success,,mobile,Chrome,109.47,926
ses_0133,evt_000803,6,2026-09-09T10:02:25Z,payment_completed,gcash,USD,Cross-border,wallet_hub,success,,mobile,Chrome,109.47,951
ses_0134,evt_000804,1,2026-09-02T12:45:06Z,checkout_initiated,card_mastercard,KES,Kenya,gateway_alpha,started,,mobile,Chrome,72.81,379
ses_0134,evt_000805,2,2026-09-02T12:45:09Z,method_selected,card_mastercard,KES,Kenya,gateway_alpha,success,,mobile,Chrome,72.81,369
ses_0134,evt_000806,3,2026-09-02T12:45:13Z,details_entered,card_mastercard,KES,Kenya,gateway_alpha,success,,mobile,Chrome,72.81,1045
ses_0134,evt_000807,4,2026-09-02T12:45:20Z,authorization_requested,card_mastercard,KES,Kenya,gateway_alpha,submitted,,mobile,Chrome,72.81,1729
ses_0134,evt_000808,5,2026-09-02T12:45:29Z,3ds_redirect,card_mastercard,KES,Kenya,gateway_alpha,redirected,,mobile,Chrome,72.81,2753
ses_0134,evt_000809,6,2026-09-02T12:45:35Z,3ds_completed,card_mastercard,KES,Kenya,gateway_alpha,success,,mobile,Chrome,72.81,2886
ses_0134,evt_000810,7,2026-09-02T12:45:46Z,authorization_response,card_mastercard,KES,Kenya,gateway_alpha,success,,mobile,Chrome,72.81,1398
ses_0134,evt_000811,8,2026-09-02T12:45:54Z,payment_completed,card_mastercard,KES,Kenya,gateway_alpha,success,,mobile,Chrome,72.81,180
ses_0135,evt_000812,1,2026-09-13T17:44:51Z,checkout_initiated,bnpl_atome,SGD,Singapore,bnpl_connect,started,,desktop,Chrome,301.42,721
ses_0135,evt_000813,2,2026-09-13T17:44:58Z,method_selected,bnpl_atome,SGD,Singapore,bnpl_connect,success,,desktop,Chrome,301.42,232
ses_0135,evt_000814,3,2026-09-13T17:45:08Z,details_entered,bnpl_atome,SGD,Singapore,bnpl_connect,success,,desktop,Chrome,301.42,223
ses_0135,evt_000815,4,2026-09-13T17:45:13Z,authorization_requested,bnpl_atome,SGD,Singapore,bnpl_connect,submitted,,desktop,Chrome,301.42,1564
ses_0135,evt_000816,5,2026-09-13T17:45:20Z,authorization_response,bnpl_atome,SGD,Singapore,bnpl_connect,success,,desktop,Chrome,301.42,1069
ses_0135,evt_000817,6,2026-09-13T17:45:23Z,payment_completed,bnpl_atome,SGD,Singapore,bnpl_connect,success,,desktop,Chrome,301.42,1157
ses_0136,evt_000818,1,2026-09-04T05:50:43Z,checkout_initiated,bank_transfer_local,KES,Kenya,bank_rail,started,,mobile,Chrome,255.75,1095
ses_0136,evt_000819,2,2026-09-04T05:50:53Z,method_selected,bank_transfer_local,KES,Kenya,bank_rail,success,,mobile,Chrome,255.75,259
ses_0136,evt_000820,3,2026-09-04T05:51:00Z,details_entered,bank_transfer_local,KES,Kenya,bank_rail,success,,mobile,Chrome,255.75,269
ses_0136,evt_000821,4,2026-09-04T05:51:09Z,authorization_requested,bank_transfer_local,KES,Kenya,bank_rail,submitted,,mobile,Chrome,255.75,483
ses_0136,evt_000822,5,2026-09-04T05:51:12Z,authorization_response,bank_transfer_local,KES,Kenya,bank_rail,failed,invalid_card,mobile,Chrome,255.75,186
ses_0137,evt_000823,1,2026-09-07T18:30:51Z,checkout_initiated,card_visa,SGD,Singapore,gateway_alpha,started,,mobile,Safari,367.51,410
ses_0137,evt_000824,2,2026-09-07T18:30:56Z,method_selected,card_visa,SGD,Singapore,gateway_alpha,success,,mobile,Safari,367.51,1154
ses_0137,evt_000825,3,2026-09-07T18:31:04Z,details_entered,card_visa,SGD,Singapore,gateway_alpha,success,,mobile,Safari,367.51,1613
ses_0137,evt_000826,4,2026-09-07T18:31:11Z,authorization_requested,card_visa,SGD,Singapore,gateway_alpha,submitted,,mobile,Safari,367.51,973
ses_0137,evt_000827,5,2026-09-07T18:31:19Z,3ds_redirect,card_visa,SGD,Singapore,gateway_alpha,redirected,,mobile,Safari,367.51,2076
ses_0137,evt_000828,6,2026-09-07T18:31:32Z,3ds_completed,card_visa,SGD,Singapore,gateway_alpha,success,,mobile,Safari,367.51,4117
ses_0137,evt_000829,7,2026-09-07T18:31:37Z,authorization_response,card_visa,SGD,Singapore,gateway_alpha,failed,invalid_card,mobile,Safari,367.51,813
ses_0138,evt_000830,1,2026-09-03T17:47:01Z,checkout_initiated,mpesa,KES,Kenya,wallet_hub,started,,mobile,Firefox,418.62,197
ses_0138,evt_000831,2,2026-09-03T17:47:12Z,method_selected,mpesa,KES,Kenya,wallet_hub,success,,mobile,Firefox,418.62,1766
ses_0138,evt_000832,3,2026-09-03T17:47:21Z,details_entered,mpesa,KES,Kenya,wallet_hub,success,,mobile,Firefox,418.62,1551
ses_0138,evt_000833,4,2026-09-03T17:47:32Z,authorization_requested,mpesa,KES,Kenya,wallet_hub,submitted,,mobile,Firefox,418.62,1295
ses_0138,evt_000834,5,2026-09-03T17:47:43Z,authorization_response,mpesa,KES,Kenya,wallet_hub,success,,mobile,Firefox,418.62,522
ses_0138,evt_000835,6,2026-09-03T17:47:48Z,payment_completed,mpesa,KES,Kenya,wallet_hub,success,,mobile,Firefox,418.62,550
ses_0139,evt_000836,1,2026-09-06T11:33:09Z,checkout_initiated,card_visa,USD,Cross-border,gateway_beta,started,,mobile,Safari,437.24,718
ses_0139,evt_000837,2,2026-09-06T11:33:14Z,method_selected,card_visa,USD,Cross-border,gateway_beta,success,,mobile,Safari,437.24,1715
ses_0139,evt_000838,3,2026-09-06T11:33:25Z,details_entered,card_visa,USD,Cross-border,gateway_beta,abandoned,,mobile,Safari,437.24,1159
ses_0140,evt_000839,1,2026-09-09T03:13:32Z,checkout_initiated,card_visa,KES,Kenya,gateway_beta,started,,mobile,Safari,232.55,378
ses_0140,evt_000840,2,2026-09-09T03:13:41Z,method_selected,card_visa,KES,Kenya,gateway_beta,success,,mobile,Safari,232.55,306
ses_0140,evt_000841,3,2026-09-09T03:13:45Z,details_entered,card_visa,KES,Kenya,gateway_beta,success,,mobile,Safari,232.55,236
ses_0140,evt_000842,4,2026-09-09T03:13:54Z,authorization_requested,card_visa,KES,Kenya,gateway_beta,submitted,,mobile,Safari,232.55,1615
ses_0140,evt_000843,5,2026-09-09T03:14:02Z,3ds_redirect,card_visa,KES,Kenya,gateway_beta,redirected,,mobile,Safari,232.55,4833
ses_0140,evt_000844,6,2026-09-09T03:14:11Z,3ds_completed,card_visa,KES,Kenya,gateway_beta,success,,mobile,Safari,232.55,2115
ses_0140,evt_000845,7,2026-09-09T03:14:13Z,authorization_response,card_visa,KES,Kenya,gateway_beta,success,,mobile,Safari,232.55,368
ses_0140,evt_000846,8,2026-09-09T03:14:15Z,payment_completed,card_visa,KES,Kenya,gateway_beta,success,,mobile,Safari,232.55,466
ses_0141,evt_000847,1,2026-09-06T05:12:34Z,checkout_initiated,card_mastercard,KES,Kenya,gateway_beta,started,,desktop,Chrome,39.13,1621
ses_0141,evt_000848,2,2026-09-06T05:12:39Z,method_selected,card_mastercard,KES,Kenya,gateway_beta,success,,desktop,Chrome,39.13,226
ses_0141,evt_000849,3,2026-09-06T05:12:41Z,details_entered,card_mastercard,KES,Kenya,gateway_beta,success,,desktop,Chrome,39.13,1197
ses_0141,evt_000850,4,2026-09-06T05:12:53Z,authorization_requested,card_mastercard,KES,Kenya,gateway_beta,submitted,,desktop,Chrome,39.13,1756
ses_0141,evt_000851,5,2026-09-06T05:13:02Z,authorization_response,card_mastercard,KES,Kenya,gateway_beta,success,,desktop,Chrome,39.13,1738
ses_0141,evt_000852,6,2026-09-06T05:13:08Z,payment_completed,card_mastercard,KES,Kenya,gateway_beta,success,,desktop,Chrome,39.13,823
ses_0142,evt_000853,1,2026-09-07T01:57:09Z,checkout_initiated,mpesa,KES,Kenya,wallet_hub,started,,desktop,Chrome,159.68,715
ses_0142,evt_000854,2,2026-09-07T01:57:18Z,method_selected,mpesa,KES,Kenya,wallet_hub,success,,desktop,Chrome,159.68,1568
ses_0142,evt_000855,3,2026-09-07T01:57:29Z,details_entered,mpesa,KES,Kenya,wallet_hub,success,,desktop,Chrome,159.68,651
ses_0142,evt_000856,4,2026-09-07T01:57:40Z,authorization_requested,mpesa,KES,Kenya,wallet_hub,submitted,,desktop,Chrome,159.68,1686
ses_0142,evt_000857,5,2026-09-07T01:57:48Z,authorization_response,mpesa,KES,Kenya,wallet_hub,success,,desktop,Chrome,159.68,500
ses_0142,evt_000858,6,2026-09-07T01:57:53Z,payment_completed,mpesa,KES,Kenya,wallet_hub,success,,desktop,Chrome,159.68,236
ses_0143,evt_000859,1,2026-09-02T02:41:04Z,checkout_initiated,card_mastercard,USD,Cross-border,gateway_alpha,started,,mobile,Safari,331.12,1165
ses_0143,evt_000860,2,2026-09-02T02:41:12Z,method_selected,card_mastercard,USD,Cross-border,gateway_alpha,success,,mobile,Safari,331.12,1501
ses_0143,evt_000861,3,2026-09-02T02:41:21Z,details_entered,card_mastercard,USD,Cross-border,gateway_alpha,success,,mobile,Safari,331.12,1729
ses_0143,evt_000862,4,2026-09-02T02:41:29Z,authorization_requested,card_mastercard,USD,Cross-border,gateway_alpha,submitted,,mobile,Safari,331.12,197
ses_0143,evt_000863,5,2026-09-02T02:41:42Z,3ds_redirect,card_mastercard,USD,Cross-border,gateway_alpha,redirected,,mobile,Safari,331.12,2611
ses_0143,evt_000864,6,2026-09-02T02:41:45Z,3ds_completed,card_mastercard,USD,Cross-border,gateway_alpha,success,,mobile,Safari,331.12,1661
ses_0143,evt_000865,7,2026-09-02T02:41:52Z,authorization_response,card_mastercard,USD,Cross-border,gateway_alpha,success,,mobile,Safari,331.12,1187
ses_0143,evt_000866,8,2026-09-02T02:41:54Z,payment_completed,card_mastercard,USD,Cross-border,gateway_alpha,success,,mobile,Safari,331.12,1131
ses_0144,evt_000867,1,2026-09-03T19:13:03Z,checkout_initiated,gcash,PHP,Philippines,wallet_hub,started,,desktop,Edge,349.22,1068
ses_0144,evt_000868,2,2026-09-03T19:13:14Z,method_selected,gcash,PHP,Philippines,wallet_hub,success,,desktop,Edge,349.22,1173
ses_0144,evt_000869,3,2026-09-03T19:13:21Z,details_entered,gcash,PHP,Philippines,wallet_hub,success,,desktop,Edge,349.22,334
ses_0144,evt_000870,4,2026-09-03T19:13:32Z,authorization_requested,gcash,PHP,Philippines,wallet_hub,submitted,,desktop,Edge,349.22,1187
ses_0144,evt_000871,5,2026-09-03T19:13:39Z,authorization_response,gcash,PHP,Philippines,wallet_hub,success,,desktop,Edge,349.22,743
ses_0144,evt_000872,6,2026-09-03T19:13:45Z,payment_completed,gcash,PHP,Philippines,wallet_hub,success,,desktop,Edge,349.22,1155
ses_0145,evt_000873,1,2026-09-05T09:46:35Z,checkout_initiated,card_visa,PHP,Philippines,gateway_alpha,started,,desktop,Chrome,322.25,1665
ses_0145,evt_000874,2,2026-09-05T09:46:37Z,method_selected,card_visa,PHP,Philippines,gateway_alpha,success,,desktop,Chrome,322.25,957
ses_0145,evt_000875,3,2026-09-05T09:46:40Z,details_entered,card_visa,PHP,Philippines,gateway_alpha,success,,desktop,Chrome,322.25,321
ses_0145,evt_000876,4,2026-09-05T09:46:46Z,authorization_requested,card_visa,PHP,Philippines,gateway_alpha,submitted,,desktop,Chrome,322.25,1178
ses_0145,evt_000877,5,2026-09-05T09:47:01Z,3ds_redirect,card_visa,PHP,Philippines,gateway_alpha,redirected,,desktop,Chrome,322.25,11589
ses_0145,evt_000878,6,2026-09-05T09:47:13Z,3ds_completed,card_visa,PHP,Philippines,gateway_alpha,abandoned,3ds_abandoned,desktop,Chrome,322.25,7972
ses_0146,evt_000879,1,2026-09-04T10:03:24Z,checkout_initiated,card_visa,SGD,Singapore,gateway_beta,started,,desktop,Chrome,147.32,779
ses_0146,evt_000880,2,2026-09-04T10:03:27Z,method_selected,card_visa,SGD,Singapore,gateway_beta,success,,desktop,Chrome,147.32,1687
ses_0146,evt_000881,3,2026-09-04T10:03:30Z,details_entered,card_visa,SGD,Singapore,gateway_beta,success,,desktop,Chrome,147.32,925
ses_0146,evt_000882,4,2026-09-04T10:03:40Z,authorization_requested,card_visa,SGD,Singapore,gateway_beta,submitted,,desktop,Chrome,147.32,976
ses_0146,evt_000883,5,2026-09-04T10:03:47Z,3ds_redirect,card_visa,SGD,Singapore,gateway_beta,redirected,,desktop,Chrome,147.32,4327
ses_0146,evt_000884,6,2026-09-04T10:03:52Z,3ds_completed,card_visa,SGD,Singapore,gateway_beta,success,,desktop,Chrome,147.32,4068
ses_0146,evt_000885,7,2026-09-04T10:03:59Z,authorization_response,card_visa,SGD,Singapore,gateway_beta,success,,desktop,Chrome,147.32,425
ses_0146,evt_000886,8,2026-09-04T10:04:05Z,payment_completed,card_visa,SGD,Singapore,gateway_beta,success,,desktop,Chrome,147.32,272
ses_0147,evt_000887,1,2026-09-14T02:37:12Z,checkout_initiated,card_mastercard,KES,Kenya,gateway_alpha,started,,mobile,Chrome,131.84,1499
ses_0147,evt_000888,2,2026-09-14T02:37:18Z,method_selected,card_mastercard,KES,Kenya,gateway_alpha,success,,mobile,Chrome,131.84,607
ses_0147,evt_000889,3,2026-09-14T02:37:21Z,details_entered,card_mastercard,KES,Kenya,gateway_alpha,success,,mobile,Chrome,131.84,683
ses_0147,evt_000890,4,2026-09-14T02:37:29Z,authorization_requested,card_mastercard,KES,Kenya,gateway_alpha,submitted,,mobile,Chrome,131.84,1036
ses_0147,evt_000891,5,2026-09-14T02:37:39Z,3ds_redirect,card_mastercard,KES,Kenya,gateway_alpha,redirected,,mobile,Chrome,131.84,2199
ses_0147,evt_000892,6,2026-09-14T02:37:45Z,3ds_completed,card_mastercard,KES,Kenya,gateway_alpha,success,,mobile,Chrome,131.84,2797
ses_0147,evt_000893,7,2026-09-14T02:37:50Z,authorization_response,card_mastercard,KES,Kenya,gateway_alpha,success,,mobile,Chrome,131.84,661
ses_0147,evt_000894,8,2026-09-14T02:37:55Z,payment_completed,card_mastercard,KES,Kenya,gateway_alpha,success,,mobile,Chrome,131.84,1208
ses_0148,evt_000895,1,2026-09-04T19:50:54Z,checkout_initiated,card_visa,SGD,Singapore,gateway_beta,started,,mobile,Chrome,408.80,1422
ses_0148,evt_000896,2,2026-09-04T19:51:02Z,method_selected,card_visa,SGD,Singapore,gateway_beta,success,,mobile,Chrome,408.80,307
ses_0148,evt_000897,3,2026-09-04T19:51:07Z,details_entered,card_visa,SGD,Singapore,gateway_beta,success,,mobile,Chrome,408.80,309
ses_0148,evt_000898,4,2026-09-04T19:51:17Z,authorization_requested,card_visa,SGD,Singapore,gateway_beta,submitted,,mobile,Chrome,408.80,757
ses_0148,evt_000899,5,2026-09-04T19:51:21Z,authorization_response,card_visa,SGD,Singapore,gateway_beta,success,,mobile,Chrome,408.80,1028
ses_0148,evt_000900,6,2026-09-04T19:51:23Z,payment_completed,card_visa,SGD,Singapore,gateway_beta,success,,mobile,Chrome,408.80,1372
ses_0149,evt_000901,1,2026-09-10T00:48:05Z,checkout_initiated,bnpl_atome,SGD,Singapore,bnpl_connect,started,,mobile,Chrome,209.33,290
ses_0149,evt_000902,2,2026-09-10T00:48:11Z,method_selected,bnpl_atome,SGD,Singapore,bnpl_connect,success,,mobile,Chrome,209.33,696
ses_0149,evt_000903,3,2026-09-10T00:48:21Z,details_entered,bnpl_atome,SGD,Singapore,bnpl_connect,success,,mobile,Chrome,209.33,212
ses_0149,evt_000904,4,2026-09-10T00:48:30Z,authorization_requested,bnpl_atome,SGD,Singapore,bnpl_connect,submitted,,mobile,Chrome,209.33,496
ses_0149,evt_000905,5,2026-09-10T00:48:39Z,authorization_response,bnpl_atome,SGD,Singapore,bnpl_connect,success,,mobile,Chrome,209.33,794
ses_0149,evt_000906,6,2026-09-10T00:48:49Z,payment_completed,bnpl_atome,SGD,Singapore,bnpl_connect,success,,mobile,Chrome,209.33,417
ses_0150,evt_000907,1,2026-09-11T15:19:10Z,checkout_initiated,gcash,PHP,Philippines,wallet_hub,started,,desktop,Firefox,402.94,971
ses_0150,evt_000908,2,2026-09-11T15:19:20Z,method_selected,gcash,PHP,Philippines,wallet_hub,success,,desktop,Firefox,402.94,1607
ses_0150,evt_000909,3,2026-09-11T15:19:22Z,details_entered,gcash,PHP,Philippines,wallet_hub,success,,desktop,Firefox,402.94,571
ses_0150,evt_000910,4,2026-09-11T15:19:29Z,authorization_requested,gcash,PHP,Philippines,wallet_hub,submitted,,desktop,Firefox,402.94,1432
ses_0150,evt_000911,5,2026-09-11T15:19:40Z,authorization_response,gcash,PHP,Philippines,wallet_hub,success,,desktop,Firefox,402.94,1718
ses_0150,evt_000912,6,2026-09-11T15:19:50Z,payment_completed,gcash,PHP,Philippines,wallet_hub,success,,desktop,Firefox,402.94,1199
ses_0151,evt_000913,1,2026-09-04T08:42:50Z,checkout_initiated,card_mastercard,USD,Cross-border,gateway_alpha,started,,mobile,Safari,123.79,293
ses_0151,evt_000914,2,2026-09-04T08:42:57Z,method_selected,card_mastercard,USD,Cross-border,gateway_alpha,success,,mobile,Safari,123.79,1199
ses_0151,evt_000915,3,2026-09-04T08:43:01Z,details_entered,card_mastercard,USD,Cross-border,gateway_alpha,success,,mobile,Safari,123.79,1168
ses_0151,evt_000916,4,2026-09-04T08:43:04Z,authorization_requested,card_mastercard,USD,Cross-border,gateway_alpha,submitted,,mobile,Safari,123.79,675
ses_0151,evt_000917,5,2026-09-04T08:43:10Z,3ds_redirect,card_mastercard,USD,Cross-border,gateway_alpha,redirected,,mobile,Safari,123.79,1548
ses_0151,evt_000918,6,2026-09-04T08:43:24Z,3ds_completed,card_mastercard,USD,Cross-border,gateway_alpha,success,,mobile,Safari,123.79,4885
ses_0151,evt_000919,7,2026-09-04T08:43:34Z,authorization_response,card_mastercard,USD,Cross-border,gateway_alpha,failed,fraud_suspected,mobile,Safari,123.79,1285
ses_0152,evt_000920,1,2026-09-04T02:56:05Z,checkout_initiated,bank_transfer_local,PHP,Philippines,bank_rail,started,,mobile,Edge,310.04,952
